Customer_ID,Customer_Age,Customer_Gender
13401,38,Female
13403,18,Female
13404,28,Male
13405,42,Female
13406,36,Female
13408,36,Male
13409,23,Male
13410,35,Male
13412,42,Male
13413,20,Female
13416,25,Male
13417,22,Female
13419,25,Male
13421,31,Female
13423,19,Female
13428,55,Female
13429,18,Female
13432,41,Female
13433,49,Female
13434,28,Female
13435,30,Male
13436,23,Female
13438,65,Male
13440,21,Female
13441,39,Male
13442,26,Female
13443,22,Female
13446,61,Female
13447,20,Female
13449,36,Female
13451,20,Female
13454,22,Female
13456,31,Male
13457,41,Female
13459,51,Female
13461,67,Male
13465,18,Male
13466,29,Female
13467,36,Female
13468,22,Female
13469,19,Female
13474,53,Female
13475,68,Female
13477,25,Female
13478,38,Male
13480,42,Female
13482,42,Female
13483,32,Male
13485,42,Female
13486,30,Female
13487,38,Male
13489,22,Female
13490,20,Male
13492,20,Female
13495,21,Female
13496,32,Other
13502,67,Male
13504,28,Female
13505,39,Male
13508,20,Female
13510,30,Female
13513,25,Male
13514,46,Male
13515,39,Male
13516,48,Male
13518,30,Female
13520,33,Female
13521,42,Male
13522,49,Female
13523,42,Female
13524,42,Male
13525,32,Male
13526,46,Female
13527,39,Male
13530,30,Female
13532,53,Female
13533,52,Female
13534,27,Female
13536,28,Male
13539,42,Male
13542,48,Male
13543,20,Female
13544,23,Male
13545,29,Male
13546,63,Female
13547,48,Female
13548,36,Male
13549,22,Male
13550,38,Female
13551,18,Male
13552,64,Male
13553,45,Female
13559,30,Female
13562,28,Female
13563,27,Female
13564,52,Male
13565,39,Female
13566,27,Female
13569,27,Female
13572,39,Female
13573,52,Female
13574,19,Male
13575,27,Female
13576,38,Female
13577,51,Male
13582,33,Male
13583,68,Female
13584,38,Female
13586,20,Male
13589,28,Male
13590,45,Female
13591,22,Female
13593,25,Female
13594,60,Male
13597,30,Female
13598,28,Male
13599,52,Male
13602,18,Female
13605,22,Male
13606,27,Male
13607,28,Male
13608,36,Female
13609,37,Female
13610,19,Female
13611,22,Female
13612,35,Female
13613,41,Female
13614,21,Female
13615,33,Male
13617,25,Female
13618,33,Male
13619,25,Female
13621,33,Female
13623,33,Male
13624,33,Female
13625,39,Male
13627,33,Male
13628,39,Male
13629,37,Female
13630,37,Female
13633,27,Female
13634,20,Female
13635,45,Male
13636,29,Male
13637,53,Male
13638,22,Female
13639,25,Male
13640,33,Female
13642,35,Female
13643,30,Female
13645,43,Male
13646,45,Male
13647,49,Male
13648,56,Male
13649,27,Male
13650,22,Female
13652,30,Female
13654,29,Female
13655,40,Female
13656,26,Male
13661,39,Female
13665,26,Male
13670,41,Female
13672,45,Male
13676,51,Female
13677,21,Male
13678,45,Male
13679,30,Male
13680,25,Male
13681,19,Male
13683,20,Male
13684,36,Female
13685,26,Female
13686,32,Female
13687,29,Female
13690,41,Female
13692,32,Female
13695,18,Female
13696,30,Male
13697,23,Female
13699,28,Male
13700,26,Male
13701,33,Female
13702,25,Female
13704,21,Female
13706,28,Female
13707,33,Female
13713,39,Male
13714,21,Female
13715,20,Female
13716,20,Male
13717,18,Male
13719,37,Female
13720,37,Female
13721,65,Male
13722,53,Male
13723,36,Female
13728,23,Female
13731,50,Female
13732,37,Female
13733,25,Female
13734,18,Male
13736,25,Female
13737,35,Female
13739,31,Male
13740,21,Male
13741,49,Male
13742,50,Female
13743,41,Male
13746,59,Male
13747,36,Male
13748,37,Female
13749,47,Male
13750,50,Female
13751,49,Male
13752,25,Male
13755,31,Male
13756,19,Male
13758,20,Male
13761,42,Female
13762,62,Male
13764,28,Female
13765,37,Female
13766,28,Male
13767,48,Male
13771,67,Male
13772,43,Female
13773,43,Female
13776,32,Female
13778,30,Male
13779,19,Male
13780,32,Female
13781,22,Male
13783,25,Female
13785,23,Male
13788,22,Female
13790,29,Male
13791,42,Male
13793,33,Male
13794,25,Female
13796,19,Male
13798,29,Male
13799,28,Female
13801,42,Male
13802,53,Female
13803,42,Female
13804,47,Male
13807,32,Female
13808,26,Female
13810,42,Male
13811,35,Male
13812,42,Male
13813,28,Male
13817,42,Male
13818,32,Female
13819,27,Female
13820,30,Male
13821,50,Female
13823,31,Female
13824,18,Female
13825,31,Male
13826,52,Female
13828,23,Male
13830,33,Female
13832,23,Female
13833,37,Male
13834,39,Female
13837,22,Female
13838,18,Male
13841,36,Male
13842,25,Female
13843,59,Male
13845,29,Female
13847,66,Male
13848,29,Male
13849,25,Female
13850,38,Female
13851,35,Male
13852,32,Female
13854,21,Female
13855,23,Female
13857,28,Male
13859,27,Male
13862,35,Female
13865,31,Female
13867,45,Male
13868,19,Male
13869,42,Male
13871,33,Male
13873,37,Male
13874,20,Female
13875,48,Female
13883,65,Male
13886,40,Male
13887,25,Female
13891,29,Male
13892,27,Male
13893,36,Male
13894,18,Female
13897,19,Female
13898,47,Female
13899,26,Male
13900,22,Male
13901,27,Male
13903,30,Male
13908,27,Other
13910,52,Female
13911,28,Female
13913,29,Male
13914,26,Female
13916,53,Female
13918,40,Female
13919,26,Female
13924,18,Male
13926,48,Male
13928,29,Female
13931,38,Male
13933,30,Male
13936,21,Female
13937,38,Male
13941,19,Female
13944,61,Male
13947,42,Male
13950,25,Female
13951,21,Female
13952,26,Male
13953,18,Male
13954,25,Female
13957,40,Male
13959,25,Female
13960,22,Female
13961,27,Male
13962,26,Female
13964,21,Male
13965,46,Female
13966,39,Female
13967,33,Male
13968,21,Male
13971,53,Male
13972,30,Male
13973,51,Female
13975,31,Female
13976,25,Female
13977,41,Female
13982,21,Female
13986,32,Female
13987,40,Male
13990,35,Male
13991,42,Female
13992,52,Female
13993,45,Female
13994,49,Male
13998,28,Female
14001,59,Male
14002,35,Male
14005,51,Female
14006,41,Male
14007,35,Male
14009,39,Female
14010,25,Female
14012,36,Female
14013,29,Female
14015,43,Female
14016,23,Female
14017,23,Male
14018,20,Male
14021,37,Other
14023,35,Female
14029,30,Male
14030,27,Female
14032,45,Male
14034,35,Male
14035,40,Female
14038,33,Male
14039,39,Male
14040,18,Female
14041,50,Female
14044,37,Female
14045,33,Male
14049,27,Female
14050,42,Female
14052,29,Female
14054,25,Male
14055,35,Male
14056,21,Female
14057,45,Female
14059,19,Male
14060,47,Female
14061,25,Female
14062,38,Female
14063,21,Male
14064,31,Male
14065,37,Female
14066,33,Female
14067,29,Female
14068,22,Male
14070,33,Male
14071,25,Female
14072,20,Female
14073,29,Male
14075,31,Female
14076,52,Male
14078,30,Female
14079,40,Male
14080,21,Male
14081,35,Female
14083,20,Male
14084,26,Female
14086,28,Female
14089,28,Female
14091,38,Male
14095,57,Male
14096,38,Female
14097,20,Female
14098,21,Female
14102,27,Female
14103,23,Female
14105,29,Female
14106,32,Male
14107,35,Male
14108,33,Male
14109,38,Female
14110,20,Male
14111,33,Male
14112,28,Female
14113,32,Female
14114,33,Female
14117,45,Female
14118,51,Male
14119,21,Male
14121,28,Male
14122,29,Male
14123,36,Female
14125,23,Female
14128,30,Male
14129,28,Female
14130,42,Male
14132,49,Female
14133,33,Male
14134,19,Female
14135,32,Female
14136,53,Male
14138,68,Female
14139,25,Female
14140,23,Male
14141,42,Male
14142,41,Male
14144,40,Male
14145,29,Male
14146,32,Female
14147,22,Female
14148,21,Female
14151,18,Male
14152,21,Male
14153,68,Male
14155,49,Male
14156,21,Male
14158,25,Female
14159,19,Female
14160,21,Male
14161,18,Female
14162,28,Male
14163,48,Male
14167,29,Female
14169,37,Female
14170,46,Male
14172,20,Male
14173,39,Female
14174,47,Male
14176,23,Male
14178,33,Male
14179,41,Female
14182,18,Female
14183,61,Female
14186,28,Female
14187,25,Other
14189,19,Male
14192,19,Male
14195,33,Male
14196,40,Female
14198,25,Male
14201,48,Female
14202,27,Female
14203,20,Female
14208,26,Male
14211,18,Female
14212,46,Female
14213,52,Male
14215,37,Female
14218,25,Male
14219,23,Male
14220,38,Male
14222,37,Female
14223,32,Male
14224,22,Female
14225,35,Female
14226,23,Male
14227,32,Male
14228,26,Female
14229,57,Male
14230,18,Female
14232,32,Female
14234,37,Male
14235,20,Female
14237,19,Female
14239,27,Female
14242,23,Female
14243,38,Male
14246,49,Female
14247,22,Female
14253,30,Female
14254,40,Female
14255,20,Male
14256,21,Female
14257,67,Male
14259,40,Male
14260,22,Female
14261,51,Male
14264,31,Male
14265,29,Female
14266,36,Male
14267,61,Male
14271,39,Male
14274,20,Female
14275,53,Female
14276,28,Female
14277,48,Female
14279,28,Female
14281,50,Male
14282,26,Female
14284,26,Female
14285,22,Male
14286,42,Female
14287,23,Male
14288,28,Male
14289,20,Female
14290,26,Female
14291,23,Female
14292,21,Male
14293,27,Other
14294,22,Female
14295,21,Male
14296,61,Female
14297,28,Female
14298,37,Male
14299,33,Male
14302,31,Male
14303,42,Male
14304,19,Female
14305,41,Male
14306,38,Male
14307,42,Male
14308,28,Female
14310,29,Female
14311,20,Male
14312,23,Female
14313,33,Female
14314,53,Female
14319,36,Female
14320,31,Female
14326,25,Male
14327,46,Female
14329,32,Female
14330,29,Male
14331,33,Male
14334,40,Female
14335,31,Male
14336,48,Other
14339,50,Female
14341,29,Male
14343,23,Male
14345,22,Female
14346,27,Female
14347,23,Female
14351,19,Male
14352,36,Other
14353,33,Male
14354,32,Female
14355,35,Female
14358,48,Female
14359,31,Female
14360,49,Female
14361,40,Male
14363,33,Female
14364,40,Female
14365,22,Female
14367,52,Male
14368,19,Female
14369,35,Other
14370,32,Female
14372,58,Male
14373,32,Female
14374,36,Female
14375,20,Female
14376,25,Female
14378,29,Male
14379,26,Female
14383,28,Male
14384,19,Female
14385,33,Female
14387,19,Female
14388,42,Female
14389,47,Male
14391,36,Male
14393,67,Male
14396,26,Female
14399,19,Male
14400,25,Female
14402,41,Female
14406,32,Male
14408,25,Male
14410,18,Male
14413,65,Female
14414,33,Male
14416,42,Male
14418,19,Male
14420,28,Male
14423,21,Female
14425,19,Female
14427,22,Male
14428,23,Female
14429,28,Male
14435,37,Female
14436,29,Female
14437,41,Male
14438,46,Male
14441,51,Male
14444,33,Female
14445,42,Male
14448,20,Female
14449,30,Male
14450,23,Female
14455,18,Female
14462,19,Male
14463,33,Male
14464,33,Female
14467,53,Female
14468,19,Female
14469,33,Female
14471,43,Male
14474,33,Female
14475,30,Female
14476,30,Female
14477,42,Male
14479,19,Female
14481,32,Male
14484,41,Male
14485,27,Male
14486,42,Female
14488,19,Female
14490,28,Male
14491,52,Female
14493,19,Female
14494,33,Female
14495,27,Female
14497,36,Male
14498,49,Male
14503,27,Female
14504,41,Female
14505,42,Male
14506,36,Male
14507,36,Other
14509,60,Male
14510,52,Male
14511,36,Female
14514,28,Female
14517,30,Female
14524,25,Male
14525,21,Male
14526,27,Female
14528,46,Other
14529,33,Male
14530,42,Other
14531,20,Male
14532,28,Female
14533,39,Male
14535,19,Female
14536,18,Female
14540,61,Male
14541,29,Male
14542,35,Male
14543,42,Female
14544,20,Female
14545,45,Male
14547,37,Female
14548,23,Female
14550,36,Female
14551,31,Male
14552,26,Female
14555,39,Male
14558,28,Male
14559,40,Female
14561,41,Female
14562,27,Male
14563,42,Male
14564,18,Female
14565,32,Male
14566,40,Female
14567,18,Male
14569,41,Male
14570,18,Female
14571,52,Male
14573,35,Female
14574,41,Female
14575,18,Male
14578,40,Female
14583,18,Male
14584,46,Female
14585,41,Male
14586,28,Female
14589,41,Female
14590,40,Male
14591,20,Male
14593,33,Female
14596,63,Male
14597,22,Female
14599,28,Female
14600,32,Female
14601,36,Male
14603,20,Female
14605,31,Female
14606,35,Male
14607,29,Male
14608,40,Female
14609,25,Female
14610,38,Male
14611,55,Female
14613,29,Female
14616,26,Male
14617,38,Male
14618,57,Female
14619,36,Female
14620,38,Male
14621,45,Male
14623,47,Male
14624,19,Male
14625,21,Male
14627,21,Female
14628,23,Female
14629,39,Female
14630,36,Male
14632,31,Male
14633,43,Female
14634,29,Male
14636,30,Female
14638,21,Male
14639,35,Male
14640,30,Female
14641,31,Male
14643,27,Male
14644,43,Male
14646,23,Female
14647,27,Female
14649,29,Female
14650,43,Female
14651,42,Male
14652,37,Male
14654,43,Female
14656,41,Female
14657,22,Male
14658,26,Male
14661,31,Male
14664,43,Female
14665,37,Male
14666,26,Female
14667,21,Female
14668,25,Female
14669,31,Female
14670,27,Male
14671,25,Male
14672,31,Male
14673,18,Female
14678,18,Male
14679,20,Male
14681,53,Female
14684,25,Female
14686,43,Male
14690,18,Male
14692,56,Female
14693,25,Female
14695,26,Male
14696,42,Female
14700,32,Male
14705,28,Male
14706,29,Male
14712,20,Female
14714,33,Male
14716,25,Female
14717,29,Male
14719,55,Female
14720,38,Female
14721,51,Male
14722,29,Female
14723,65,Female
14724,53,Female
14726,46,Female
14727,39,Male
14728,33,Male
14730,36,Female
14731,26,Female
14732,22,Female
14733,37,Female
14735,46,Male
14736,18,Male
14737,31,Male
14738,19,Male
14740,48,Male
14745,47,Male
14748,52,Male
14749,29,Male
14750,30,Female
14752,22,Male
14753,41,Male
14754,35,Male
14757,42,Male
14758,32,Male
14760,29,Female
14767,69,Female
14768,43,Female
14770,52,Male
14774,22,Female
14776,19,Male
14778,32,Female
14779,38,Female
14781,31,Female
14782,23,Female
14783,33,Male
14784,28,Female
14785,48,Female
14787,33,Male
14788,25,Female
14792,32,Female
14793,37,Male
14794,19,Female
14797,20,Male
14798,43,Female
14799,26,Male
14800,31,Female
14802,27,Female
14804,35,Female
14806,22,Female
14808,40,Female
14809,30,Male
14811,31,Male
14812,32,Male
14814,64,Male
14816,28,Male
14817,29,Male
14820,48,Female
14821,50,Female
14822,29,Male
14823,36,Male
14824,32,Male
14827,21,Female
14829,21,Male
14833,25,Female
14834,37,Other
14835,31,Female
14837,52,Female
14838,20,Male
14839,57,Male
14840,25,Female
14842,19,Female
14844,21,Female
14845,19,Male
14847,26,Male
14848,28,Female
14849,18,Female
14850,31,Female
14852,53,Male
14853,18,Female
14854,35,Male
14855,19,Male
14856,35,Female
14857,33,Female
14858,27,Female
14859,40,Male
14860,49,Female
14861,20,Female
14862,43,Female
14863,49,Female
14864,45,Male
14865,20,Male
14866,25,Female
14868,38,Female
14869,30,Female
14873,42,Female
14875,37,Female
14876,23,Male
14878,22,Male
14881,23,Female
14882,26,Male
14883,38,Female
14884,26,Male
14885,22,Female
14886,22,Female
14887,32,Female
14888,46,Male
14889,68,Male
14891,27,Female
14893,41,Female
14894,40,Female
14895,32,Female
14896,64,Female
14899,20,Male
14900,36,Female
14908,26,Male
14912,31,Female
14914,27,Female
14916,39,Male
14917,47,Female
14918,53,Female
14921,23,Female
14922,31,Female
14923,30,Female
14925,29,Female
14927,43,Female
14928,25,Female
14929,29,Male
14931,30,Female
14936,37,Male
14939,50,Female
14941,20,Male
14945,31,Female
14946,29,Female
14947,40,Female
14948,62,Female
14949,29,Female
14956,19,Female
14957,31,Female
14958,27,Female
14959,31,Male
14960,42,Female
14963,21,Female
14965,25,Male
14966,25,Male
14968,47,Female
14969,23,Female
14973,37,Female
14974,33,Male
14975,47,Male
14978,52,Female
14979,28,Female
14980,19,Male
14982,21,Female
14983,29,Female
14984,48,Male
14985,39,Male
14986,20,Female
14987,46,Male
14988,23,Female
14989,19,Male
14990,26,Male
14993,35,Male
14994,25,Female
14996,41,Male
14998,37,Other
14999,30,Female
15000,45,Male
15001,21,Female
15003,23,Female
15004,21,Female
15005,33,Other
15007,28,Female
15008,64,Female
15012,27,Male
15014,26,Male
15016,39,Female
15018,41,Female
15019,48,Female
15020,31,Female
15021,30,Male
15022,45,Male
15023,28,Female
15025,18,Male
15029,47,Female
15030,41,Male
15034,20,Male
15035,41,Male
15036,33,Male
15037,36,Female
15038,50,Male
15039,39,Female
15040,60,Female
15041,38,Male
15042,32,Male
15043,29,Male
15044,26,Male
15047,31,Female
15048,41,Female
15049,23,Male
15051,31,Female
15054,22,Male
15058,29,Male
15061,27,Female
15063,33,Female
15064,26,Female
15066,49,Female
15067,41,Male
15071,28,Male
15073,28,Male
15075,45,Male
15076,49,Male
15078,25,Female
15081,30,Male
15082,20,Female
15083,48,Male
15084,26,Female
15085,33,Female
15086,29,Female
15087,26,Female
15088,47,Male
15089,22,Female
15090,38,Male
15091,42,Female
15093,21,Male
15096,32,Male
15097,23,Male
15099,25,Male
15100,33,Female
15102,40,Female
15103,18,Male
15105,26,Female
15106,40,Male
15107,49,Male
15109,43,Male
15113,39,Female
15117,31,Male
15119,32,Male
15120,47,Male
15121,20,Female
15125,23,Female
15127,49,Female
15128,35,Female
15133,45,Female
15135,39,Male
15136,29,Female
15137,23,Female
15138,23,Male
15142,29,Male
15145,19,Female
15147,39,Female
15148,52,Female
15149,50,Female
15150,46,Male
15151,18,Female
15153,18,Female
15154,28,Female
15155,30,Female
15156,21,Female
15161,41,Female
15164,32,Female
15166,49,Female
15167,31,Male
15168,42,Female
15170,26,Female
15173,42,Female
15177,46,Male
15179,36,Female
15180,30,Male
15183,25,Female
15185,41,Female
15186,28,Male
15187,33,Female
15188,30,Male
15190,41,Female
15191,33,Female
15194,65,Female
15197,20,Female
15198,26,Female
15200,27,Female
15203,21,Male
15207,30,Female
15208,21,Female
15209,38,Female
15210,27,Female
15211,29,Female
15214,18,Female
15215,45,Female
15218,26,Female
15219,25,Female
15221,25,Female
15222,21,Female
15224,20,Female
15226,42,Female
15230,29,Female
15231,45,Male
15232,36,Male
15233,32,Female
15235,68,Male
15236,21,Male
15237,32,Male
15239,19,Male
15240,33,Female
15242,47,Male
15245,19,Female
15247,21,Female
15248,36,Female
15249,29,Female
15250,39,Female
15252,27,Female
15253,37,Female
15254,29,Male
15255,46,Male
15256,31,Male
15259,25,Female
15261,25,Female
15262,30,Female
15263,36,Female
15264,36,Female
15268,31,Male
15269,41,Female
15271,46,Female
15273,32,Female
15275,19,Female
15278,18,Female
15280,27,Female
15284,50,Female
15285,26,Male
15287,18,Male
15291,46,Female
15293,30,Female
15294,20,Male
15295,33,Female
15296,25,Female
15297,33,Female
15298,33,Male
15299,30,Male
15302,35,Female
15309,46,Female
15310,18,Female
15311,23,Male
15312,26,Female
15314,32,Male
15315,19,Female
15316,19,Other
15317,59,Male
15320,20,Male
15322,63,Male
15323,19,Female
15325,22,Female
15326,23,Male
15327,27,Female
15328,23,Female
15329,62,Female
15330,51,Male
15332,67,Male
15336,40,Male
15337,52,Male
15338,38,Female
15342,28,Female
15343,31,Female
15344,18,Female
15345,23,Female
15346,46,Male
15347,27,Female
15348,18,Female
15349,31,Female
15350,49,Male
15351,25,Female
15353,36,Female
15354,35,Female
15355,25,Male
15357,18,Male
15359,30,Female
15360,25,Female
15362,32,Male
15363,25,Female
15364,29,Female
15365,23,Male
15366,40,Female
15367,41,Male
15368,25,Female
15369,45,Male
15370,51,Male
15371,32,Male
15372,22,Male
15374,33,Female
15376,37,Female
15378,42,Female
15379,31,Male
15381,30,Female
15383,48,Male
15385,30,Female
15387,19,Male
15389,18,Female
15390,23,Female
15392,53,Female
15395,67,Male
15397,31,Female
15398,23,Female
15399,31,Female
15400,27,Male
15403,32,Female
15404,26,Female
15407,38,Female
15409,42,Male
15410,30,Female
15411,19,Female
15414,41,Other
15416,38,Female
15419,29,Female
15420,31,Female
15421,29,Female
15424,27,Female
15425,60,Male
15427,61,Male
15428,40,Female
15429,20,Female
15430,39,Female
15432,31,Male
15434,22,Male
15438,20,Female
15439,47,Male
15440,18,Female
15442,25,Female
15443,52,Female
15445,22,Female
15447,68,Other
15448,30,Male
15449,28,Female
15450,31,Male
15453,41,Female
15454,19,Male
15456,46,Female
15458,25,Male
15459,33,Other
15460,33,Female
15463,38,Female
15464,29,Male
15467,35,Female
15468,30,Male
15469,29,Female
15471,21,Female
15473,26,Male
15474,23,Male
15475,49,Male
15479,21,Female
15480,53,Male
15482,27,Female
15483,23,Male
15485,21,Female
15486,29,Female
15492,26,Female
15493,28,Female
15494,20,Female
15495,23,Female
15496,32,Male
15497,31,Female
15498,45,Male
15500,36,Male
15501,26,Male
15503,25,Female
15505,37,Female
15506,19,Male
15507,31,Male
15508,38,Male
15509,35,Male
15510,22,Male
15512,26,Female
15513,18,Male
15514,53,Female
15515,48,Male
15517,28,Male
15518,33,Male
15519,26,Male
15520,37,Male
15521,33,Female
15524,41,Male
15525,42,Female
15526,32,Male
15527,45,Male
15529,19,Male
15532,25,Male
15533,18,Female
15535,32,Female
15536,35,Female
15538,21,Female
15539,32,Female
15540,32,Male
15542,50,Female
15550,25,Male
15551,21,Female
15552,19,Female
15554,22,Female
15556,29,Male
15558,62,Male
15562,20,Female
15563,40,Female
15564,26,Male
15565,25,Male
15566,43,Male
15567,32,Male
15568,26,Female
15569,23,Female
15570,26,Male
15571,26,Female
15573,25,Other
15574,27,Female
15575,36,Female
15576,37,Male
15578,18,Female
15582,36,Female
15583,31,Female
15584,29,Female
15585,39,Female
15587,39,Female
15588,47,Male
15592,20,Female
15593,61,Female
15595,19,Female
15596,22,Male
15597,25,Male
15602,42,Male
15604,18,Male
15605,25,Female
15608,21,Female
15609,33,Female
15616,27,Female
15618,32,Male
15619,59,Female
15620,21,Other
15622,50,Female
15623,33,Female
15627,25,Female
15628,20,Female
15630,21,Male
15631,38,Male
15633,18,Female
15634,19,Female
15635,28,Female
15636,42,Male
15637,41,Female
15638,27,Female
15640,27,Male
15642,27,Female
15643,21,Female
15647,37,Female
15648,19,Female
15650,36,Female
15653,35,Male
15654,18,Male
15655,26,Male
15656,19,Male
15657,28,Male
15659,19,Female
15662,32,Female
15663,23,Male
15664,20,Female
15665,18,Male
15666,41,Male
15667,37,Male
15672,20,Male
15674,20,Female
15677,25,Male
15678,39,Male
15680,33,Female
15687,26,Male
15690,33,Male
15693,19,Male
15694,25,Female
15695,30,Male
15696,26,Male
15702,36,Female
15703,30,Female
15704,37,Female
15707,22,Male
15709,31,Other
15711,50,Female
15712,30,Female
15713,41,Female
15715,36,Female
15717,20,Female
15718,27,Male
15719,33,Male
15720,20,Female
15723,18,Male
15724,19,Female
15725,19,Female
15726,26,Female
15727,20,Male
15728,56,Other
15729,21,Female
15731,36,Female
15732,26,Female
15733,23,Male
15734,35,Female
15739,32,Male
15740,18,Male
15742,22,Male
15747,33,Male
15749,23,Female
15750,23,Female
15751,31,Male
15753,50,Female
15754,40,Male
15755,27,Male
15763,28,Female
15766,29,Female
15768,63,Female
15770,37,Female
15772,21,Male
15774,50,Female
15775,31,Female
15776,39,Female
15777,43,Female
15778,23,Female
15779,26,Male
15781,43,Male
15783,42,Male
15786,42,Female
15787,47,Female
15790,28,Female
15791,25,Male
15794,22,Male
15795,18,Male
15798,20,Female
15800,25,Female
15804,32,Female
15805,36,Male
15808,19,Female
15809,27,Female
15811,29,Male
15814,30,Female
15816,38,Male
15817,30,Female
15818,48,Male
15819,37,Female
15821,38,Male
15824,47,Female
15826,40,Male
15827,31,Male
15829,32,Female
15830,40,Female
15831,25,Female
15833,32,Female
15835,20,Female
15836,31,Female
15837,26,Female
15838,35,Male
15839,49,Male
15840,26,Female
15842,20,Female
15843,21,Male
15845,25,Female
15847,29,Male
15848,43,Female
15849,26,Male
15850,35,Male
15851,43,Female
15853,32,Male
15854,69,Female
15855,23,Male
15856,40,Male
15857,31,Male
15864,33,Male
15867,25,Male
15868,41,Female
15869,35,Male
15872,32,Female
15877,22,Male
15878,31,Male
15881,43,Male
15883,18,Male
15884,21,Male
15885,37,Female
15888,35,Female
15889,35,Male
15890,20,Male
15892,30,Female
15894,40,Female
15895,38,Male
15897,40,Female
15898,19,Male
15899,22,Female
15900,30,Female
15901,32,Female
15902,43,Female
15903,53,Female
15904,40,Male
15905,31,Female
15908,31,Female
15909,18,Female
15910,33,Male
15912,46,Female
15915,29,Male
15916,28,Male
15917,30,Male
15918,30,Male
15919,53,Male
15921,33,Female
15922,31,Female
15923,40,Female
15924,20,Female
15925,26,Female
15926,28,Male
15929,32,Male
15935,28,Female
15936,22,Female
15938,20,Male
15939,22,Male
15941,38,Female
15942,45,Female
15943,22,Female
15945,33,Female
15946,48,Male
15947,36,Female
15948,47,Female
15949,37,Male
15954,30,Male
15955,40,Female
15958,30,Female
15960,46,Male
15961,28,Female
15962,28,Female
15965,46,Male
15966,31,Male
15967,27,Female
15968,43,Female
15978,26,Male
15979,32,Female
15985,20,Female
15986,59,Male
15988,28,Female
15989,18,Female
15991,33,Female
15992,48,Male
15996,27,Male
15997,29,Female
15999,37,Male
16000,18,Female
16003,20,Female
16004,25,Female
16006,25,Male
16007,36,Female
16008,30,Male
16010,37,Female
16011,30,Female
16017,48,Female
16018,23,Male
16020,27,Female
16021,27,Male
16022,36,Male
16026,59,Male
16028,25,Female
16030,23,Female
16031,23,Female
16032,65,Female
16033,39,Male
16037,29,Female
16039,27,Female
16044,26,Female
16047,43,Female
16048,41,Female
16049,65,Female
16053,40,Female
16055,22,Female
16058,33,Male
16060,37,Female
16061,49,Female
16062,19,Female
16063,39,Female
16064,37,Male
16066,29,Female
16068,37,Male
16069,31,Male
16070,26,Male
16074,37,Male
16075,31,Male
16076,49,Other
16078,25,Male
16080,26,Male
16082,57,Female
16084,29,Male
16085,38,Male
16086,21,Female
16087,43,Female
16088,18,Female
16089,64,Female
16090,35,Female
16091,40,Female
16092,25,Female
16094,33,Other
16095,18,Female
16096,37,Female
16100,31,Male
16101,40,Male
16102,31,Female
16104,18,Female
16105,42,Male
16106,42,Male
16107,23,Male
16109,19,Male
16113,29,Male
16115,51,Female
16117,21,Male
16118,47,Male
16119,20,Male
16120,37,Female
16123,40,Male
16125,48,Male
16126,21,Female
16128,25,Male
16129,25,Female
16132,50,Male
16135,18,Female
16136,43,Male
16137,22,Female
16138,41,Female
16140,42,Female
16142,21,Male
16143,31,Female
16145,31,Male
16147,19,Male
16149,26,Male
16152,23,Female
16153,27,Female
16154,51,Male
16155,37,Female
16157,50,Male
16159,40,Male
16160,43,Female
16163,27,Female
16167,52,Other
16168,56,Female
16170,19,Female
16171,25,Female
16172,53,Male
16175,28,Female
16176,33,Female
16177,27,Female
16178,25,Female
16181,21,Female
16183,39,Female
16186,27,Male
16187,39,Male
16188,37,Male
16191,22,Female
16192,31,Male
16193,38,Female
16196,23,Male
16198,27,Female
16200,27,Female
16201,19,Male
16203,31,Female
16206,40,Female
16207,21,Male
16209,18,Female
16212,20,Female
16214,31,Male
16216,53,Male
16219,25,Male
16220,32,Female
16223,42,Female
16224,32,Male
16225,48,Male
16227,25,Male
16230,23,Male
16231,38,Male
16234,38,Female
16235,22,Female
16236,64,Male
16237,25,Female
16239,39,Female
16240,26,Male
16241,45,Other
16242,19,Male
16243,42,Male
16245,52,Female
16246,52,Female
16250,39,Female
16252,22,Male
16255,50,Male
16258,56,Male
16259,35,Male
16261,61,Male
16262,30,Male
16263,23,Male
16265,43,Female
16266,50,Female
16267,41,Male
16268,22,Other
16269,45,Female
16272,25,Male
16273,43,Male
16274,42,Female
16275,18,Female
16276,57,Male
16277,22,Male
16279,53,Female
16282,20,Male
16283,28,Male
16284,32,Male
16286,18,Female
16287,40,Female
16289,25,Female
16290,42,Female
16291,28,Female
16292,28,Female
16294,20,Female
16296,27,Female
16297,69,Female
16300,32,Male
16301,31,Other
16305,48,Male
16307,32,Male
16309,43,Male
16310,43,Female
16311,31,Male
16314,20,Female
16317,25,Female
16318,23,Female
16321,42,Female
16322,18,Female
16323,56,Male
16324,25,Female
16325,22,Male
16326,19,Female
16327,21,Other
16329,20,Female
16332,28,Female
16337,42,Male
16338,36,Male
16340,27,Male
16341,22,Male
16342,18,Female
16344,27,Female
16345,30,Female
16347,20,Female
16348,25,Female
16349,38,Female
16351,26,Male
16352,36,Male
16353,19,Male
16356,25,Female
16358,28,Male
16359,37,Female
16363,32,Male
16364,39,Male
16365,31,Female
16366,37,Male
16367,29,Female
16368,25,Female
16370,28,Male
16375,31,Female
16376,68,Male
16383,40,Female
